produto,codigo,categoria,tipo_produto,preco_desconto,perc_desconto,avaliacao,qtd_avaliacoes,valor_total_vendas
Vu 139 Cm (55 Inches) The Gloled Series 4K Smart Led Google Tv 55Gloled (Grey),B0B9XLX8VR,Electronics,Tv,2279.94,42.0,4.3,3587.0,8178144.78
"Ptron Solero T241 2.4A Type-C Data E Charging USB Cable, Made In India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable For Type-C USB Devices For Charging Adapter (Black)",B08Y5KXR6Z,Computers e Accessories,Cabo,5.9399999999999995,88.0,3.9,24871.0,147733.74
"Croma 80 Cm (32 Inches) Hd Ready Led Tv (Crel7369, Black) (2021 Model)",B09F6VHQXB,Electronics,Tv,443.4,63.0,4.1,2581.0,1144415.4
"Boat Laptop, Smartphone Type-C A400 Male Data Cable (Carbon Black)",B0974G5Q2Y,Computers e Accessories,Cabo,16.386,73.0,4.3,20850.0,341648.1
Lg 80 Cm (32 Inches) Hd Ready Smart Led Tv 32Lq576Bpsa (Ceramic Black),B09YL9SN9B,Electronics,Tv,959.4,33.0,4.3,1035.0,992979.0
"Boat Type C A750 Stress Resistant, Tangle-Free, Sturdy Flat Cable With 6.5A Fast Charging E 480Mbps Data Transmission, 10000+ Bends Lifespan And Extended 1.5M Length(Radiant Red)",B09RX1FK54,Computers e Accessories,Cabo,23.939999999999998,60.0,4.1,1780.0,42613.2
Cotbolt Silicone Protective Case Cover For Lg An Mr21Ga Magic Remote Shockproof For Lg Smart Tv Remote 2021 Protective Skin Waterproof Anti Lost (Black) (Remote Not Included),B09TT6BFDX,Electronics,Bolsa/Acessorio,23.939999999999998,80.0,4.5,505.0,12089.699999999999
Portronics Konnect L Por-1403 Fast Charging 3A Type-C Cable 1.2 Meter With Charge E Sync Function For All Type-C Devices (White),B09KH58JZR,Computers e Accessories,Cabo,12.6,47.0,4.1,1717.0,21634.2
Electvision Remote Control Compatible With Amazon Fire Tv Stick (Pairing Manual Will Be Back Side Remote Control)(P),B09DDCQFMT,Electronics,Tv,77.94,35.0,3.6,590.0,45984.6
"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2M 3-In-1 USB Charge Cord Compatible With Phone/Type C/Micro USB For All Android And Ios Smartphones (Random Colour)",B08RP2L2NL,Computers e Accessories,Cabo,20.82,65.0,3.5,1121.0,23339.22
"Lapster 5 Pin Mini USB Cable, USB B Cable,Camera Cable USB2.0 For External Hdds/Card Readers/Camera Etc.",B0B4G2MWSB,Computers e Accessories,Cabo,8.94,85.0,4.0,1313.0,11738.22
"Portronics Konnect Spydr 31 3-In-1 Multi Functional Cable With 3.0A Output, Tangle Resistant, 1.2M Length, Nylon Braided(Zebra)",B0B21C4BMX,Computers e Accessories,Cabo,13.68,75.0,3.8,132.0,1805.76
"Belkin Apple Certified Lightning To Type C Cable, Tough Unbreakable Braided Fast Charging For iPhone, Ipad, Air Pods, 3.3 Feet (1 Meters) White",B084MZXJNK,Computers e Accessories,Cabo,95.94,20.0,4.4,1951.0,187178.94
Remote Control Compatible For Amazon Fire Tv Stick Remote Control [ 3Rd Gen ](Not Compatible For Fire Tv Edition Smart Tv) From Basesailor,B0BHZCNC4P,Electronics,Tv,89.94,63.0,3.7,37.0,3327.7799999999997
Vw 80 Cm (32 Inches) Playwall Frameless Series Hd Ready Android Smart Led Tv Vw3251 (Black),B0B16KD737,Electronics,Tv,509.94,47.0,4.3,592.0,301884.48
Hisense 108 Cm (43 Inches) 4K Ultra Hd Smart Certified Android Led Tv 43A6Ge (Black),B099K9ZX65,Electronics,Tv,1259.3999999999999,53.0,4.1,1259.0,1585584.5999999999
Redmi 126 Cm (50 Inches) 4K Ultra Hd Android Smart Led Tv X50 | L50M6-Ra (Black),B08Y55LPBF,Electronics,Tv,1979.9399999999998,27.0,4.2,45238.0,89568525.72
Amazonbasics 6-Feet Displayport (Not USB Port) To Hdmi Cable Black,B015OW3M1W,Electronics,Cabo,47.94,53.0,4.1,28638.0,1372905.72
Amazonbasics 3 Feet High Speed Hdmi Male To Female 2.0 Extension Cable,B01D5H8ZI8,Electronics,Cabo,13.74,62.0,4.3,12835.0,176352.9
Iffalcon 80 Cm (32 Inches) Hd Ready Smart Led Tv 32F53 (Black),B09X1M3DHX,Electronics,Tv,599.9399999999999,64.0,4.2,1269.0,761323.8599999999
7Seven® Compatible Lg Smart Tv Remote Suitable For Any Lg Led Oled Lcd Uhd Plasma Android Television And Akb75095303 Replacement Of Original Lg Tv Remote Control,B09MM6P76N,Electronics,Tv,20.939999999999998,42.0,4.2,284.0,5946.959999999999
"Amazonbasics 3.5Mm To 2-Male Rca Adapter Cable For Tablet, Smartphone (Black, 15 Feet)",B01D5H8LDM,Electronics,Cabo,29.34,59.0,4.4,69538.0,2040244.92
Acer 109 Cm (43 Inches) I Series 4K Ultra Hd Android Smart Led Tv Ar43Ar2851Udfl (Black),B0B1YY6JJL,Electronics,Tv,1439.94,31.0,4.3,4703.0,6772037.82
"Wayona USB Type C 65W 6Ft/2M Long Fast Charging Cable Compatible For Samsung S22 S20 Fe S21 Ultra A33 A53 A01 A73 A70 A51 M33 M53 M51 M31(2M, Black)",B09QGZM8QB,Computers e Accessories,Cabo,23.939999999999998,60.0,4.3,2806.0,67175.64
"Saifsmart Outlet Wall Mount Hanger Holder For Dot 3Rd Gen, Compact Bracket Case Plug And Built-In Cable Management For Kitchen Bathroom, Bedroom (Black)",B08L4SBJRY,Electronics,Cabo,20.939999999999998,73.0,4.0,3295.0,68997.29999999999
"Mi 2-In-1 USB Type C Cable (Micro USB To Type C) 30Cm For Smartphone, Headphone, Laptop (White)",B09X79PP8F,Computers e Accessories,Cabo,10.74,40.0,3.9,81.0,869.94
"Amazonbasics New Release Abs USB-A To Lightning Cable Cord, Fast Charging Mfi Certified Charger For Apple iPhone, Ipad Tablet (3-Ft, White)",B082T6GVG9,Computers e Accessories,Cabo,41.339999999999996,54.0,4.2,42301.0,1748723.3399999999
Lg 108 Cm (43 Inches) 4K Ultra Hd Smart Led Tv 43Uq7500Psf (Ceramic Black),B0B3XY5YT4,Electronics,Tv,1859.3999999999999,38.0,4.3,1376.0,2558534.4
"Ptron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3-In-1 USB Cable Micro USB/Type-C/Ios, Made In India, Durable E Strong E Tangle-Free 118Cm In Length (Black)",B0B4HKH19N,Computers e Accessories,Cabo,14.94,73.0,3.9,1075.0,16060.5
"10K 8K 4K Hdmi Cable, Certified 48Gbps 1Ms Ultra High Speed Hdmi 2.1 Cable 4K 120Hz 144Hz 2K 165Hz 8K 60Hz Dynamic Hdr Arc Earc Dts:X Compatible For Mac Gaming Pc Soundbar Tv Monitor Laptop Ps5 4 Xbox",B08TGG316Z,Electronics,Cabo,59.94,58.0,4.6,3664.0,219620.16
Lripl Compatible Sony Bravia Lcd/Led Remote Works With Almost All Sony Led/Lcd Tv'S,B071VMP1Z4,Electronics,Tv,23.939999999999998,0.0,3.9,1951.0,46706.939999999995
"Boat Type-C A400 Type-C To USB A Cable For All Type C Phones (Lg Nexus 5X), 1Mtr(Black)",B071SDRGWL,Computers e Accessories,Cabo,20.939999999999998,50.0,4.3,20850.0,436598.99999999994
"Zoul Type C To Type C Fast Charging Cable 65W 2M/6Ft USB C Nylon Braided Cord Compatible With Macbook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M, Black)",B08PSQRW2T,Computers e Accessories,Cabo,23.939999999999998,64.0,4.1,2685.0,64278.899999999994
"Tp-Link Ac1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band Mu-Mimo Wifi Adapter With High Gain Antenna, Supports Windows 11/10/8.1/8/7/Xp/Macos",B0859M539M,Computers e Accessories,Rede,101.94,43.0,4.4,24780.0,2526073.1999999997
"Lripl Mi Remote Control With Netflix E Prime Video Button Compatible For Mi 4X Led Android Smart Tv 4A Remote Control (32""/43"") With Voice Command (Pairing Required)",B08RX8G496,Electronics,Tv,39.3,40.0,3.2,285.0,11200.5
"Tp-Link Nano USB Wifi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter For Pc Desktop And Laptops, Supports Windows 10/8.1/8/7/Xp, Linux, Mac Os X (Tl-Wn722N)",B002SZEOLG,Computers e Accessories,Computador,44.94,44.0,4.2,179692.0,8075358.4799999995
Kodak 80 Cm (32 Inches) Hd Ready Certified Android Led Tv 32Hdx7Xpro (Black),B08CS3BT4L,Electronics,Tv,599.9399999999999,23.0,4.2,6088.0,3652434.7199999997
Airtel Digitaltv Dth Remote Sd/Hd/Hd Recording Compatible For Television (Shining Black ),B00RFWNJMC,Electronics,Tv,11.7,61.0,3.7,1383.0,16181.099999999999
"Amazonbasics New Release Nylon USB-A To Lightning Cable Cord, Mfi Certified Charger For Apple iPhone, Ipad, Silver, 6-Ft",B082T6GXS5,Computers e Accessories,Cabo,59.94,52.0,4.5,5492.0,329190.48
"Ambrane Fast 100W Output Cable With Type-C To Type-C For Mobile, Laptop, Macbook E Table Charging, 480Mbps Data Sync Speed, Braided Cable, 1.5M Length (Abcc-100, Black-Grey)",B09CMQRQM6,Computers e Accessories,Cabo,29.939999999999998,44.0,4.2,919.0,27514.859999999997
"Bluerigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (For Home Theatre, Xbox, Playstation Etc.)",B005LJQMCK,Electronics,Cabo,24.96,31.0,4.2,30023.0,749374.0800000001
"Duracell Type-C To Micro 1.2M Braided Sync E Charge Cable, USB C To Micro Fast Charge Compatible For Fast Data Transmission (Black)",B09C6H53KH,Computers e Accessories,Cabo,22.08,47.0,4.2,387.0,8544.96
Vu 138 Cm (55 Inches) Premium Series 4K Ultra Hd Smart Ips Led Tv 55Ut (Black),B0BB3CBFBM,Electronics,Tv,1799.3999999999999,54.0,4.1,211.0,379673.39999999997
"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable Qc 3.0 For Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20E A40 A50 A70 (1M, Grey)",B08QSDKFGQ,Computers e Accessories,Cabo,20.34,69.0,4.3,974.0,19811.16
Samsung 80 Cm (32 Inches) Wondertainment Series Hd Ready Led Smart Tv Ua32Te40Aakbxl (Titan Gray),B08PV1X771,Electronics,Tv,929.4,26.0,4.3,16299.0,15148290.6
Mi Xiaomi USB Type C Hypercharge Cable 6A 100Cm Sturdy And Durable Black Supports 120W Hypercharging,B07YTNKVJQ,Computers e Accessories,Cabo,29.939999999999998,62.0,4.3,30411.0,910505.34
Generic Ultra-Mini Bluetooth Csr 4.0 USB Dongle Adapter For Windows Computer ( Black:Golden),B0117H7GZ6,Computers e Accessories,Computador,14.94,38.0,3.4,4642.0,69351.48
7Seven® Compatible For Tata Sky Remote Original Set Top Hd Box And Suitable For Sd Tata Play Setup Box Remote Control,B09XJ1LM7R,Electronics,Outros,23.939999999999998,50.0,4.3,12.0,287.28
"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For iPhone, Ipad, Air Pods, 3.3 Feet (1 Meters) White",B084N133Y7,Computers e Accessories,Cabo,89.94,25.0,4.4,1951.0,175472.94
"Egate I9 Pro-Max 1080P Native Full Hd Projector 4K Support | 3600 L (330 Ansi ) | 150"" (381 Cm) Large Screen | Vga, Av, Hdmi, Sd Card, USB, Audio Out | (E03I31 / E04I32) Black",B088Z1YWBC,Electronics,Outros,569.4,41.0,3.9,10480.0,5967312.0
"Zebronics Haa2021 Hdmi Version 2.1 Cable With 8K @ 60Hz, 4K @ 120Hz, Earc E Cec Support, 3D Compatible, 2 Meters Length, 48Gbps Max And Gold-Plated Connectors",B07VSG5SXZ,Electronics,Cabo,38.22,58.0,4.1,24.0,917.28
7Seven® Compatible For Sony Bravia Lcd Led Uhd Oled Qled 4K Ultra Hd Tv Remote Control With Youtube And Netflix Hotkeys. Universal Replacement For Original Sony Smart Android Tv Remote Control,B08RWCZ6SY,Electronics,Tv,23.939999999999998,56.0,3.9,254.0,6080.759999999999
Amazonbasics Digital Optical Coax To Analog Rca Audio Converter Adapter With Fiber Cable,B07KSB1MLX,Electronics,Cabo,65.34,32.0,4.0,3565.0,232937.1
"Wayona Type C Cable Nylon Braided USB C Qc 3.0 Fast Charging Short Power Bank Cable For Samsung Galaxy S10E/S10+/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7 (0.25M, Black)",B081FG1QYX,Computers e Accessories,Cabo,20.34,66.0,4.3,6255.0,127226.7
"Pinnaclz Original Combo Of 2 USB Type C Fast Charging Cable, USB C Data Cable For Charging And Data Transfer Smart Phones White 1.2 Meter Made In India (Pack Of 2)",B08R69WBN7,Computers e Accessories,Cabo,8.94,70.0,4.0,7732.0,69124.08
Ambrane Bcl-15 Lightning Cable For Smartphone (1.5M Black),B0B3RHX6B6,Computers e Accessories,Cabo,8.94,63.0,3.9,57.0,509.58
"Belkin USB C To USB-C Fast Charging Type C Cable, 60W Pd, 3.3 Feet (1 Meter) For Laptop, Personal Computer, Tablet, Smartphone - Black, USB-If Certified",B084N18QZY,Computers e Accessories,Cabo,35.94,29.0,4.5,577.0,20737.379999999997
Lohaya Television Remote Compatible With Samsung Smart Led/Lcd/Hd Tv Remote Control [ Compatible For All Samsung Tv Remote Control ],B081NHWT6Z,Electronics,Tv,17.939999999999998,75.0,3.9,1193.0,21402.42
"Wayona Nylon Braided Lightning USB Data Sync E 3A Charging Cable For iPhones, Ipad Air, Ipad Mini, Ipod Nano And Ipod Touch (3 Ft Pack Of 1, Grey)",B07JPJJZ2H,Computers e Accessories,Cabo,23.939999999999998,69.0,4.2,13120.0,314092.8
Electvision Remote Control Compatible With Kodak/Thomson Smart Led Tv (Without Voice) Before Placing Order For Verification Contact Our Coustmer Care 7738090464,B09JKNF147,Electronics,Tv,20.34,83.0,4.0,343.0,6976.62
Acer 80 Cm (32 Inches) S Series Hd Ready Android Smart Led Tv Ar32Ar2841Hdsb (Black),B0B9959XF3,Electronics,Tv,749.9399999999999,46.0,4.3,1611.0,1208153.3399999999
"Realme 10W Fast Charging Micro-USB Cable (Braided, Black)",B09PNR6F8Q,Computers e Accessories,Cabo,14.94,38.0,4.0,6558.0,97976.51999999999
"Tp-Link Ac1300 USB Wifi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter For Pc Desktop, Mu-Mimo Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, Xp/Mac Os 10.15 And Earlier",B07M69276N,Computers e Accessories,Computador,83.94,44.0,4.4,23169.0,1944805.8599999999
Acer 139 Cm (55 Inches) I Series 4K Ultra Hd Android Smart Led Tv Ar55Ar2851Udfl (Black),B0B1YZ9CB8,Electronics,Tv,1979.9399999999998,31.0,4.3,4703.0,9311657.819999998
"Ambrane 60W / 3A Fast Charging Output Cable With Micro To USB For Mobile, Neckband, True Wireless Earphone Charging, 480Mbps Data Sync Speed, 1M Length (Acm - Az1, Black)",B09YLYB9PB,Computers e Accessories,Cabo,8.94,63.0,4.0,1423.0,12721.619999999999
"Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A Qc 3.0 Data Cable Compatible With Samsung Galaxy S21 S10 S9 S8, Iqoo Z3, Vivo, Note 10 9 8, A20E A40 A50 A70, Moto G7 G8 (2M, Grey)",B08CTNJ985,Computers e Accessories,Cabo,19.5,67.0,4.3,2651.0,51694.5
"Syncwire Ltg To USB Cable For Fast Charging Compatible With Phone 5/ 5C/ 5S/ 6/ 6S/ 7/8/ X/Xr/Xs Max/ 11/12/ 13 Series And Pad Air/Mini, Pod E Other Devices (1.1 Meter, White)",B0BP7XLX48,Computers e Accessories,Cabo,23.939999999999998,80.0,5.0,5.0,119.69999999999999
"Skadioo Wifi Adapter For Pc | Car Accessories, Wifi Dongle For Pc | USB Wifi Adapter For Pc | Wi-Fi Receiver 2.4Ghz, 802.11B/G/N Unano Size Wifi Dongle Compatible Adapter,Wifi Dongle For Pc",B09LHXNZLR,Computers e Accessories,Computador,11.94,60.0,3.7,612.0,7307.28
"Flix (Beetel USB To Type C Pvc Data Sync E 15W(3A) Tpe Fast Charging Cable, Made In India, 480Mbps Data Sync, 1 Meter Long Cable For All Andriod E All Type C Devices (Black)(Xcd - Fpc02)",B0B3N8VG24,Computers e Accessories,Cabo,5.279999999999999,71.0,4.0,9378.0,49515.84
"Zoul USB C To USB C Fast Charging Cable 65W Type C To Type C Nylon Braided Cord Compatible With Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' Ipad Pro 2020/2018 (2M, Grey)",B08PSVBB2X,Computers e Accessories,Cabo,23.939999999999998,64.0,4.1,2685.0,64278.899999999994
"Flix (Beetel Flow USB To Micro USB Pvc Data Sync E 12W(2.4A) Fast Charging Cable,Made In India,480Mbps Data Sync,Solid Cable,1 Meter Long Cable For All Andriod E Micro USB Devices (Black)(Xcd-Fpm01)",B0B3MQXNFB,Computers e Accessories,Cabo,3.4734,71.0,4.0,9378.0,32573.545199999997
7Seven® Bluetooth Voice Command Remote For Xiaomi Redmi Mi Smart Tv With Netflix E Prime Video Hot Keys Xmrm-00A,B08XMSKKMM,Electronics,Tv,47.94,60.0,3.3,576.0,27613.44
Sony Tv - Remote Compatible For Sony Led Remote Control Works With Sony Led Tv By Trend Trail Speed Tech E Remote Hi Remote E Reo India Only,B09L8DT7D6,Electronics,Tv,12.299999999999999,59.0,3.8,313.0,3849.8999999999996
"Storite USB 3.0 Cable A To Micro B High Speed Upto 5 Gbps Data Transfer Cable For Portable External Hard Drive - (20Cm), Black",B00GE55L22,Computers e Accessories,Cabo,17.939999999999998,57.0,4.1,2957.0,53048.579999999994
"Boat Ltg 500 Apple Mfi Certified For iPhone, Ipad And Ipod 2Mtr Data Cable(Space Grey)",B0162K34H2,Computers e Accessories,Cabo,50.94,15.0,4.1,6736.0,343131.83999999997
"Amazonbasics USB C To Lightning Aluminum With Nylon Braided Mfi Certified Charging Cable (Grey, 1.2 Meter)",B0B8SRZ5SV,Computers e Accessories,Cabo,56.94,53.0,4.4,13552.0,771650.88
"Amazonbasics Double Braided Nylon USB Type-C To Type-C 2.0 Cable Smartphone (Dark Grey, 3 Feet)",B07CWNJLPC,Computers e Accessories,Cabo,29.939999999999998,58.0,4.3,5451.0,163202.93999999997
"Amazon Basics USB 3.0 Cable - A Male To Micro B - 6 Feet (1.8 Meters), Black",B00NH12R1O,Computers e Accessories,Cabo,17.939999999999998,38.0,4.3,10911.0,195743.33999999997
"Amazonbasics USB C To Lightning Aluminum With Nylon Braided Mfi Certified Charging Cable (Grey, 1.8 Meter)",B0B8SSC5D9,Computers e Accessories,Cabo,56.94,53.0,4.4,13552.0,771650.88
"Wayona USB C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",B08WKG2MWT,Computers e Accessories,Cabo,22.74,66.0,4.3,2806.0,63808.439999999995
Karbonn 80 Cm (32 Inches) Millenium Bezel-Less Series Hd Ready Smart Led Tv Kjw32Skhd (Phantom Black),B0B466C3G4,Electronics,Tv,539.4,53.0,3.9,350.0,188790.0
"Bluerigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (For Home Theatre, Xbox, Playstation Etc.)",B005LJQMZC,Electronics,Cabo,29.16,76.0,4.2,30023.0,875470.68
Vw 60 Cm (24 Inches) Premium Series Hd Ready Led Tv Vw24A (Black),B07MDRGHWQ,Electronics,Tv,341.94,48.0,4.2,4003.0,1368785.82
"Amazon Basics USB A To Lightning Mfi Certified Charging Cable (White, 1.2 Meter)",B07DC4RZPY,Computers e Accessories,Cabo,42.54,65.0,4.1,178817.0,7606875.18
Samsung 138 Cm (55 Inches) Crystal 4K Neo Series Ultra Hd Smart Led Tv Ua55Aue65Akxxl (Black),B0B15GSPQW,Electronics,Tv,2879.4,32.0,4.3,7109.0,20469654.6
Lohaya Television Remote Compatible For Vu Led Lcd Hd Tv Remote Control Model No :- En2B27V,B08GJNM9N7,Electronics,Tv,17.939999999999998,75.0,3.7,490.0,8790.599999999999
"Duracell Micro USB 3A Braided Sync E Fast Charging Cable, 3.9 Feet (1.2M). Supports Qc 2.0/3.0 Charging, High Speed Data Transmission - Black",B09C6FML9B,Computers e Accessories,Cabo,19.2,47.0,4.1,491.0,9427.199999999999
"Zebronics Cu3100V Fast Charging Type C Cable With Qc 18W Support, 3A Max Capacity, 1 Meter Braided Cable, Data Transfer And Superior Durability (Braided Black + White)",B0B65MJ45G,Computers e Accessories,Cabo,8.34,75.0,3.9,61.0,508.74
"Flix (Beetel) USB To iPhone Lightning Textured Pattern Data Sync E 2A Fast Charging Cable, Made In India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable For Apple Devices (Black)(Xcd-L102)",B08P9RYPLR,Computers e Accessories,Cabo,7.739999999999999,48.0,4.0,9378.0,72585.71999999999
Mi 108 Cm (43 Inches) 5A Series Full Hd Smart Android Led Tv L43M7-Eain (Black),B0B6F8HHR6,Electronics,Tv,1499.94,31.0,4.2,32840.0,49258029.6
"Belkin Apple Certified Lightning To USB Charge And Sync Cable For iPhone, Ipad, Air Pods, 39.6 Inch (100Cm) – Black",B084MZXJN6,Computers e Accessories,Cabo,59.94,41.0,4.4,7318.0,438640.92
Time Office Scanner Replacement Cable For Startek Fm220U (Type C) Ivory,B08XMG618K,Computers e Accessories,Cabo,13.5,55.0,4.1,789.0,10651.5
Caldipree Silicone Case Cover Compatible For 2022 Samsung Smart Tv Remote Qled Tv Bn68-13897A Tm2280E (2022-Black),B0BCKWZ884,Electronics,Bolsa/Acessorio,32.82,82.0,4.3,407.0,13357.74
Storite USB 2.0 A To Mini 5 Pin B Cable For External Hdds/Camera/Card Readers 35Cm,B00GGGOYEK,Computers e Accessories,Cabo,15.54,63.0,3.8,2399.0,37280.46
Universal Remote Control For All Sony Tv For All Lcd Led And Bravia Tvs Remote,B07ZR4S1G4,Electronics,Tv,14.34,66.0,4.4,2640.0,37857.6
Cotbolt Silicone Case Cover Compatible For Samsung Bn59-01312A Qled 8K 4K Smart Tv Remote Shockproof Protective Remote Cover (Black),B09C635BMM,Electronics,Bolsa/Acessorio,20.939999999999998,65.0,4.0,839.0,17568.66
"Bluerigger High Speed Hdmi Cable With Ethernet - Supports 3D, 4K 60Hz And Audio Return - Latest Version (3 Feet / 0.9 Meter)",B00GG59HU2,Electronics,Cabo,28.02,22.0,4.4,44054.0,1234393.08
"Amkette 30 Pin To USB Charging E Data Sync Cable For iPhone 3G/3Gs/4/4S/Ipad 1/2/3, Ipod Nano 5Th/6Th Gen And Ipod Touch 3Rd/4Th Gen -1.5M (Black)",B00RGLI0ZS,Computers e Accessories,Cabo,26.939999999999998,25.0,4.0,3231.0,87043.14
Tcl 80 Cm (32 Inches) Hd Ready Certified Android Smart Led Tv 32S615 (Black),B09ZPJT8B2,Electronics,Tv,719.4,63.0,4.2,64.0,46041.6
Popio Type C Dash Charging USB Data Cable For Oneplus Devices,B07HZ2QCGR,Computers e Accessories,Cabo,21.0,42.0,3.9,8314.0,174594.0
"Myvn Ltg To USB For Fast Charging E Data Sync USB Cable Compatible For iPhone 5/5S/6/6S/7/7+/8/8+/10/11, Ipad Air/Mini, Ipod And Ios Devices (1 M)",B095244Q22,Computers e Accessories,Cabo,15.12,75.0,3.7,2249.0,34004.88
Tata Sky Universal Remote Compatible For Sd/Hd,B08CKW1KH9,Electronics,Outros,12.24,66.0,3.6,339.0,4149.36
"Wzatco Pixel | Portable Led Projector | Native 720P With Full Hd 1080P Support | 2000 Lumens (200 Ansi) | 176"" Large Screen | Projector For Home And Outdoor | Compatible With Tv Stick, Pc, Ps4",B0BLV1GNLN,Electronics,Tv,389.4,35.0,4.0,27.0,10513.8
7Seven® Compatible Tata Sky Remote Control Replacement Of Original Dth Sd Hd Tata Play Set Top Box Remote - Ir Learning Universal Remote For Any Brand Tv - Pairing Must,B08RHPDNVV,Electronics,Tv,14.1,61.0,3.5,197.0,2777.7
"Amazonbasics USB 2.0 Extension Cable For Personal Computer, Printer, 2-Pack - A-Male To A-Female - 3.3 Feet (1 Meter, Black)",B00NH13Q8W,Computers e Accessories,Cabo,17.939999999999998,63.0,4.5,74977.0,1345087.38
"Amazon Basics USB C To Lightning Tpe Mfi Certified Charging Cable (White, 1.2 Meter)",B0B8SSZ76F,Computers e Accessories,Cabo,47.94,60.0,4.2,8583.0,411469.01999999996
Crypo™ Universal Remote Compatible With Tata Sky Universal Hd E Sd Set Top Box (Also Works With All Tv),B0841KQR1Z,Electronics,Tv,17.939999999999998,70.0,3.8,928.0,16648.32
Karbonn 80 Cm (32 Inches) Millennium Series Hd Ready Led Tv Kjw32Nshdf (Phantom Black) With Bezel-Less Design,B0B467CCB9,Electronics,Tv,419.94,59.0,3.8,110.0,46193.4
Oneplus 138.7 Cm (55 Inches) U Series 4K Led Smart Android Tv 55U1S (Black),B095JQVC7N,Electronics,Tv,2579.94,28.0,4.1,6753.0,17422334.82
Posh 1.5 Meter High Speed Gold Plated Hdmi Male To Female Extension Cable (Black),B08PPHFXG3,Electronics,Cabo,10.379999999999999,83.0,4.3,1237.0,12840.06
"Amazon Basics Hdmi Coupler,Black",B06XR9PR5X,Electronics,Outros,12.54,65.0,4.4,18872.0,236654.87999999998
"Boat Ltg 550V3 Lightning Apple Mfi Certified Cable With Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging E 480Mbps Data Sync, 1M Length E 10000+ Bends Lifespan(Mercurial Black)",B09JSW16QD,Computers e Accessories,Cabo,50.9394,43.0,3.9,356.0,18134.4264
"Wayona Nylon Braided USB Syncing And Charging Cable Sync And Charging Cable For iPhone, Ipad (3 Ft, Black) - Pack Of 2",B07JH1CBGW,Computers e Accessories,Cabo,38.94,68.0,4.2,24269.0,945034.86
Astigo Compatible Remote For Airtel Digital Set Top Box (Pairing Required With Tv Remote),B09127FZCK,Electronics,Tv,17.939999999999998,67.0,3.8,425.0,7624.499999999999
"Caprigo Heavy Duty Tv Wall Mount Stand For 12 To 27 Inches Led/Lcd/Monitor Screen'S, Full Motion Rotatable Universal Tv E Monitor Wall Mount Bracket With Swivel E Tilt Adjustments (Single Arm - M416)",B083GQGT3Z,Electronics,Tv,23.939999999999998,50.0,4.1,1161.0,27794.339999999997
"Portronics Konnect L 60W Pd Type C To Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, Tpe+Nylon Braided(Grey)",B09Q8WQ5QJ,Computers e Accessories,Cabo,14.94,50.0,4.1,1508.0,22529.52
